ideo	670631270565580800	Sat Nov 28 07:52:09 PST 2015	RT @BBC_Capital: Tim Brown, CEO of @ideo, asks how design can positively impact the largest number of people https://t.co/3BEDltb4BW https:…
ideo	670631198868140032	Sat Nov 28 07:51:52 PST 2015	RT @drneilgupta: A7: I continue to learn from @EduSum and @ideo on integrating design thinking in my schools! #leadupchathack
ideo	670242109417512962	Fri Nov 27 06:05:46 PST 2015	#CreativeTensions American Dream w/@Peers CEO @ShelbyClark + comedian @NeginFarsad 12/2 NYC: https://t.co/QyQvaozLfZ https://t.co/1BLTnYiuyQ
ideo	669621717371891712	Wed Nov 25 13:00:33 PST 2015	How can design impact the largest number of people in a positive way? https://t.co/AeX6QxHcou
ideo	669611054238818304	Wed Nov 25 12:18:10 PST 2015	RT @UNHCRInnovation: Prototyping education innovations with the winners of @OpenIdeo's #RefugeeEducation Challenge: https://t.co/65JH0jIvIo
ideo	669610719336202241	Wed Nov 25 12:16:50 PST 2015	RT @nyff: This Is What Students Will Be Doing in 2035 https://t.co/jKYxP9X1Cx
ideo	669610347024613376	Wed Nov 25 12:15:22 PST 2015	RT @axel_unger: “How to Build Creative Confidence in Kids” by @sallymadsen of @ideo via @Medium great read! https://t.co/cG8yZwNO0H
ideo	669610303919816704	Wed Nov 25 12:15:11 PST 2015	RT @BBC_Capital: Tim Brown, CEO of @ideo, asks how design can positively impact the largest number of people https://t.co/3BEDltb4BW https:…
ideo	669602616398118912	Wed Nov 25 11:44:39 PST 2015	Common sense may tell you that baking electrical components is a bad idea, but @mediumrehr doesn't agree: https://t.co/R6OO7AJZ6M #ideolabs
ideo	669587113868787712	Wed Nov 25 10:43:02 PST 2015	RT @ValaAfshar: Innovative companies ask the questions that their customers should be asking.
ideo	669586234419769345	Wed Nov 25 10:39:33 PST 2015	RT @OpenIDEO: We talked to Jeff Cohen from @FSGtweets to get a fresh perspective on innovating for higher ed - https://t.co/Y1yyyOjull  #Co…
ideo	669581352275021824	Wed Nov 25 10:20:09 PST 2015	RT @MuslimsRComing: American Dream: At risk? On the rise? Relevant? Join @NeginFarsad + @shelbyclark @ #CreativeTensions, 12/2, NYC https:/…
ideo	669534648494456832	Wed Nov 25 07:14:34 PST 2015	RT @MicrosoftDesign: How @IDEO's design will modernize voting: start w/a blank slate & include people of varying abilities in the process h…
ideo	669534567376646144	Wed Nov 25 07:14:14 PST 2015	RT @beephd: What might the future of automobility look like? Take a ride with @IDEO to find out: https://t.co/Z5zPlqKA2O
ideo	669383770240233472	Tue Nov 24 21:15:02 PST 2015	RT @accesscharity: "If you want to make something great, you need to start making." —@kelleybros #creativeconfidence
ideo	669380559022325760	Tue Nov 24 21:02:16 PST 2015	The pressure is on HR to understand talent as an asset + what they can do to make their company a talent magnet: https://t.co/ov40UionMh
ideo	669272264148299776	Tue Nov 24 13:51:56 PST 2015	RT @CommArts: INSIGHTS: @jenmrose brings both heart & mind to the human-centered design projects she leads at @IDEOorg. https://t.co/RNj8eB…
ideo	669263986093785092	Tue Nov 24 13:19:03 PST 2015	"The greatest latent energy source in the world is the creative energy of people." —@jasonrissman https://t.co/K1pw9wYHeg via @TriplePundit
ideo	669247412922257409	Tue Nov 24 12:13:11 PST 2015	RT @misterburton: I moss graffiti bombed @IDEO’s San Francisco studio (with help from @Devin_Peek & @ohheypipes): https://t.co/mBoXwHpMS7
ideo	669245292558970880	Tue Nov 24 12:04:46 PST 2015	RT @GuyKawasaki: Design Thinking: Learn How to Solve Problems Like a Designer https://t.co/8NJwOAS5M3 https://t.co/l67SFAmUr7
ideo	669176819124432897	Tue Nov 24 07:32:41 PST 2015	American Dream: At risk? On the rise? Even relevant? Join us @ #CreativeTensions, 12/2, NYC https://t.co/QyQvaozLfZ https://t.co/YFuCbshCJi
ideo	668936614471557120	Mon Nov 23 15:38:11 PST 2015	RT @MindShiftKQED: Can Design Thinking Help Schools Find New Solutions to Old Problems? https://t.co/5uL9df83rm #edchat #design https://t.c…
ideo	668917687163097088	Mon Nov 23 14:22:59 PST 2015	Concept Design, Ping-Pong Style via @misamisono https://t.co/KfN9xlMc6A https://t.co/j08HG7pJ0p
ideo	668851675256360960	Mon Nov 23 10:00:40 PST 2015	Who knew the history of water fountains was riveting? Finally, enjoy @katiemingle's #99pi piece previewed at IDEO https://t.co/oERFNKlT9I
ideo	668798190175453184	Mon Nov 23 06:28:08 PST 2015	RT @London4Acumen: Interested in #acumenhcd for #socialinnovation course? We're hosting an event with @ideo & @PrsUrban join us! https://t.…
ideo	668153244435116032	Sat Nov 21 11:45:21 PST 2015	RT @IanSanders: Lost your mojo? Five things to do when your fuel tank is low. ⛽️https://t.co/72rlsrVhe3
ideo	668114143036071936	Sat Nov 21 09:09:59 PST 2015	RT @TeachersGuild: How to Build Creative Confidence in Kids. By our friend / @IDEO-er @sallymadsen. https://t.co/MuCdKAYgQz https://t.co/Kd…
ideo	668113822847102976	Sat Nov 21 09:08:42 PST 2015	RT @lesmcbeth: "You are creative!" @Think_teach on Creative Confidence, inspired by @ideo https://t.co/b1piX3Yp3c #cohort21
ideo	667805979107393537	Fri Nov 20 12:45:27 PST 2015	RT @ianjohnlee: "Talk less, do more." Couldn't agree more @ideo https://t.co/k7E8tdMZQa
ideo	667797651639828480	Fri Nov 20 12:12:21 PST 2015	"We don’t want to give up on the American dream of the white picket fence, but we’re stuck." —@becca1122 https://t.co/Uc9zRda0g3
ideo	667790183476015104	Fri Nov 20 11:42:41 PST 2015	RT @ClintonGlobal: Join the @OpenIDEO community as it highlights climate innovation around the world in advance of #COP21 -- https://t.co/G…
ideo	667789363619610624	Fri Nov 20 11:39:25 PST 2015	RT @boisestatelive: Today, a group of #BoiseState faculty and staff are participating in a design thinking process w/ #IDEO's @metacool htt…
ideo	667579623383789568	Thu Nov 19 21:45:59 PST 2015	RT @Aging20: "I work with young people and that's a joy!" Barbara Beskind with Gretchen Addi from @ideo https://t.co/4s8ZAbxfSM
ideo	667579517242728450	Thu Nov 19 21:45:34 PST 2015	RT @farah_sidek: Top tip! "Unlikely paths can lead you to discovering your passions." @grgjsp @ideo #sgiscreative https://t.co/EiYo3EnTfr
ideo	667579398946557953	Thu Nov 19 21:45:06 PST 2015	RT @HilaryHB: @TylerFlorence kicking off #future of #food @ideo @lexiconoffood @WilliamsSonoma @SunBasketMeals https://t.co/TTRPCeYTyv
ideo	667578714100621313	Thu Nov 19 21:42:23 PST 2015	RT @suzhoward: Top student @IDEOU sharing her tinfoil hat exercise. https://t.co/R9lISYeN1l Amazing! Thank you Sophia. https://t.co/jkF5sev…
ideo	667567151385972736	Thu Nov 19 20:56:26 PST 2015	RT @ideofutures: Mark your calendars: @metacool will be live on @ProductHunt December 3rd at 10am PST. Sign up to get a reminder — https://…
ideo	667507627455180800	Thu Nov 19 16:59:54 PST 2015	If it's something that interests you, that you derive joy out of, you will find eventually meaning in it. @grgjsp @Singapore_CM
ideo	667507250643079172	Thu Nov 19 16:58:24 PST 2015	Unlikely paths can lead you to discover your passions. @grgjsp @Singapore_CM
ideo	667507051069706240	Thu Nov 19 16:57:37 PST 2015	There's gold in understanding how you connect with your gene pool. @grgjsp @Singapore_CM
ideo	667506907830071296	Thu Nov 19 16:57:03 PST 2015	Identity is a complicated thing. Embrace it. Learn from it. @grgjsp @Singapore_CM
ideo	667505779432288257	Thu Nov 19 16:52:34 PST 2015	I realized people were getting joy out of my work, and that gave me joy. @grgjsp @Singapore_CM
ideo	667498083807199232	Thu Nov 19 16:21:59 PST 2015	See how @IDEOorg used human-centered design to develop @CleanTeamGhana: https://t.co/dPGqBfKVZu via @GlblCtzn #WorldToiletDay
ideo	667440850633404417	Thu Nov 19 12:34:33 PST 2015	RT @thejoebrown: Objects Touched: A photo essay of all of the items each subject touched in 24hrs. https://t.co/oCg78BW80R https://t.co/qMl…
ideo	667440276403830784	Thu Nov 19 12:32:16 PST 2015	RT @ideofutures: "Don’t think you can buy a home? You’re not alone.” The latest in Redesigning Real Estate from @becca1122: https://t.co/7y…
ideo	667437878222454786	Thu Nov 19 12:22:45 PST 2015	RT @BloombergCities: Three lessons for #government #innovation from #LAIW2015 hosted by @LAinnovates & @ideo #iteams via @Living_Cities htt…
ideo	667396778744922112	Thu Nov 19 09:39:26 PST 2015	RT @OpeolaBukola: Throwback to an eye-opening day with the @UXGainesville team from @ideo. @GainesvilleCRA #Design #GNVFL #tbt https://t.co…
ideo	667164528807817216	Wed Nov 18 18:16:33 PST 2015	RT @BrettBrownell: Thank you @IDEO Library. https://t.co/5MGmfMOycE
ideo	667086015325077504	Wed Nov 18 13:04:34 PST 2015	RT @ohheypipes: My pal @jimmmy was shortlisted for the @infobeautyaward. Get lost in his lovely triathlon visualization here: https://t.co/…
ideo	667084855860039680	Wed Nov 18 12:59:58 PST 2015	RT @LrningInstigatr: This is a great idea! Check it out on The Teachers Guild (@teachersguild) and join the #reimaginePD collaboration: htt…
ideo	667026307142676481	Wed Nov 18 09:07:19 PST 2015	RT @WIRED: Move over, Jony Ive. Biologists are the next rock star designers https://t.co/VwA0IlNdwr https://t.co/koyYC6oKA3
ideo	667020702487187456	Wed Nov 18 08:45:02 PST 2015	RT @annette_di: Are you a #principal at a public high school? Would you be willing to give our @IDEO team feedback on a brand new design? P…
ideo	667020581456338944	Wed Nov 18 08:44:33 PST 2015	RT @geraintedwards: Animated Touch Gestures for your mobile phone mockups https://t.co/xWuOKVfKiH
ideo	666992342457413632	Wed Nov 18 06:52:21 PST 2015	RT @axel_unger: IDEO in Munich is hiring a senior interaction design lead. Interested? Reach out! https://t.co/gsmdqrrd5N @ideo
ideo	666956806107865089	Wed Nov 18 04:31:08 PST 2015	"Embrace your inner Orwell" + other tips on how to tell stories that influence people + inspire action: https://t.co/bXQbELqHyt
ideo	666845019890814977	Tue Nov 17 21:06:56 PST 2015	RT @clarissemoisand: Great speech of Dana Cho from @ideo about human centered take on innovation #sxconf15 https://t.co/u5SqDb5SKE
ideo	666738907631890432	Tue Nov 17 14:05:17 PST 2015	Join @OpenIDEO for office hours this week around the Higher Ed Challenge: https://t.co/z5IRgCvnTD #costofcollege
ideo	666726969669607424	Tue Nov 17 13:17:51 PST 2015	RT @CUESA: The Future of Food with Chef @TylerFlorence and Friends at @Castro_Theatre 11/19: https://t.co/XuZY2R6TCm @cwclub  @lexiconoffoo…
ideo	666637783432192000	Tue Nov 17 07:23:27 PST 2015	RT @johnmaeda: This older piece by IDEO x Media Lab remains my fav piece on the future we’re made-ing: https://t.co/k6oC80XimG https://t.co…
ideo	666510123536224256	Mon Nov 16 22:56:11 PST 2015	RT @megha_a: how i feel every morning at the espresso machine @ideo. @HugoAhlberg one day i too shall be able to froth! https://t.co/fghpx6…
ideo	666509939267887106	Mon Nov 16 22:55:27 PST 2015	RT @BillyBlueMelb: "Constraints are a starting point, but with any good reason, you can break away from them." #CreativeConfidence. https:/…
ideo	666224521897230336	Mon Nov 16 04:01:18 PST 2015	7 tips for making yourself an indispensable designer: https://t.co/WIAXCyRfgh by @matt_speaks
ideo	665297333186265088	Fri Nov 13 14:36:59 PST 2015	No. 5: "Try looking at your project in a new way—pretend you’re seeing it as a film director...or your Aunt Josie." https://t.co/o38C8NWWPc
ideo	665273912851214336	Fri Nov 13 13:03:55 PST 2015	RT @IDEOU: The Storyteller can spark emotion and action, transmit values...and lead people + organizations into the future. —Tom Kelley, @k…
ideo	665273465214136322	Fri Nov 13 13:02:08 PST 2015	RT @Jay_Nath: Thank you @ideo for facilitating @sfgov 1st IoT workshop to a packed room of city staff https://t.co/MhphXHQLSG
ideo	665237835968937986	Fri Nov 13 10:40:34 PST 2015	RT @lunduniversity: Concept Kitchen 2025, a project developed by @ikea, @ideo, @TUeindhoven and @lunduniversity https://t.co/erF6tQzCao htt…
ideo	665224886000881664	Fri Nov 13 09:49:06 PST 2015	RT @suzhoward: Want to join our team @IDEOU? We're looking for a Brand & Business Lead: https://t.co/GZDfK79iG4
ideo	665221358687682560	Fri Nov 13 09:35:05 PST 2015	How might we reimagine professional development for teachers? https://t.co/EqOWPh66YU #reimaginePD https://t.co/l0sy6DpFUX
ideo	665001252162551809	Thu Nov 12 19:00:28 PST 2015	RT @katieclark: Think the world needs more creative leaders? Enrollment in @IDEOU’s current courses ends tomorrow, Nov 13. Go! https://t.co…
ideo	664997627147124738	Thu Nov 12 18:46:04 PST 2015	RT @cscheffy: MTP 2016 // Applications now open!: https://t.co/6MsrQUDztR @sgp007 was on board last journey. Hoping @IDEO can ride again!
ideo	664997497316597761	Thu Nov 12 18:45:33 PST 2015	RT @ideofutures: Did you know that @ideo's David Kelley was a venture capitalist in the 80's? Let's go back to Episode 14 this #tbt: https:…
ideo	664901135065440256	Thu Nov 12 12:22:38 PST 2015	RT @MITX: "What's driving technology is not science. It's social need." - Michael Hendrix of @IDEO, Design Summit speaker. https://t.co/YBN…
ideo	664872740168552448	Thu Nov 12 10:29:48 PST 2015	IDEO's @AnnePascual on designing for trust, @IDEOU + more: https://t.co/gYLTYFxHc1 via @Monocle24 @danielgiaco
ideo	664869052033032192	Thu Nov 12 10:15:09 PST 2015	RT @BusLeadersforMI: Keynote speaker Tom Kelley of @ideo addresses the 4th annual #MICEOSummit @kelleybros https://t.co/eSBhMCRhJr
ideo	664849867274088452	Thu Nov 12 08:58:55 PST 2015	What will you drive in 2025? https://t.co/UyCsGT8DBj https://t.co/Lb8FxLVpwD
ideo	664502983938453504	Wed Nov 11 10:00:31 PST 2015	Whether you need someone to back your organization or follow your lead, storytelling can position you to succeed: https://t.co/akFisB0Iha
ideo	664495476058644481	Wed Nov 11 09:30:41 PST 2015	RT @jnblatz: “If a picture is worth 1,000 words, a prototype is worth 1,000 meetings.” @ideo  https://t.co/GrxgBNyLri
ideo	664485549298708480	Wed Nov 11 08:51:15 PST 2015	Designing the ideal home for Wounded Warriors like Shannon with Clark Realty Capital: https://t.co/6TfnHGto6N #VeteransDay
ideo	664308960766246912	Tue Nov 10 21:09:33 PST 2015	RT @ariannamcclain: What Chicken Nuggets Taught Me About Using Data to Design https://t.co/MlSRg5x6qy … @ideo #designxdata #data #design ht…
ideo	664188474799423488	Tue Nov 10 13:10:47 PST 2015	RT @astrinity: Siri Johansson "we are inspired by people" #design  @ideo #innovate2015
ideo	664182720860262400	Tue Nov 10 12:47:55 PST 2015	Happy #ThxBirthControl Day from @IDEO! https://t.co/FlE6iZzP7u https://t.co/vjWnqcnGET
ideo	664167799984537600	Tue Nov 10 11:48:37 PST 2015	RT @stanforddschool: At #NextGenHS @Hewlett_Found just announced @schoolretool 2 launch online experience for 1000 principals. Congrats to …
ideo	664143423356600320	Tue Nov 10 10:11:45 PST 2015	Steal 5 storytelling tips to influence people & inspire action, courtesy of IDEO storytelling whiz @anetferrara: https://t.co/bXQbELIiq1
ideo	664136953378422784	Tue Nov 10 09:46:03 PST 2015	RT @siri_twts: At #Innovate2015 today speaking about @ideo and about using prototyping as a tool to build and articulate strategies.
ideo	664128861831999488	Tue Nov 10 09:13:54 PST 2015	DYK interaction design was once called "soft-face design"? @bensyverson on computing's past, present + future https://t.co/bE4usWh3Li #FOTM
ideo	663945077069254656	Mon Nov 09 21:03:36 PST 2015	RT @pivotaltracker: Great @ideo piece outlining the @pivotal approach to dev, pairing, and collaboration (featuring a Tracker cameo): https…
ideo	663845197889933312	Mon Nov 09 14:26:43 PST 2015	RT @thomhuxtable: Its Monday - Cheer up. Gif dance party    https://t.co/EI15821IeT
ideo	663801424355028993	Mon Nov 09 11:32:47 PST 2015	RT @k12lab: The @schoolretool team heading to @WhiteHouse for #NextGenHS convo on how to redesign high school. Excited for announcements to…
ideo	663786041749409792	Mon Nov 09 10:31:39 PST 2015	Stop Critiquing, Start Creating: https://t.co/oP4LEylAIg #ideolabs
ideo	663767334335545344	Mon Nov 09 09:17:19 PST 2015	RT @neilstevenson77: Today @ideo things have been improved by the arrival of some Yoga Joe's. https://t.co/jAyE0NoY7K
ideo	662759811168247808	Fri Nov 06 14:33:47 PST 2015	RT @IDEOU: Unlock your best ideas! Our online course on ideation and prototyping begins next week: https://t.co/WEublw33zT https://t.co/yr1…
ideo	662714161365782528	Fri Nov 06 11:32:23 PST 2015	Creative geniuses, from artists like Mozart to scientists like Darwin, are quite prolific when it comes to failure. https://t.co/XzLDTCWH88
ideo	662671817891381248	Fri Nov 06 08:44:07 PST 2015	RT @seakademie: #ImpactWerk Workshop zu Sustainable Social Business Modelling mit @ideo @rucksackspende @CUCULARefugees und @relaio https:/…
ideo	662615729682972672	Fri Nov 06 05:01:15 PST 2015	How @IDEOorg + @ProximityDesign are bringing low-cost precision agriculture to developing countries: https://t.co/UzCT2Xwgg0
ideo	662495803097804800	Thu Nov 05 21:04:42 PST 2015	RT @IDEOU: Seeking tools for more #creativeconfidence? Look no further: https://t.co/SWBSO8ldur
ideo	662495609195106304	Thu Nov 05 21:03:56 PST 2015	RT @scottshigeoka: A great blog post about @Elizaros43 keynoting for @openIDEO / @IDEO at the Ignite Festival. So proud of you! https://t.c…
ideo	662408306732863489	Thu Nov 05 15:17:01 PST 2015	Tweeting chickens, 3D-printed houses, heirloom computers. What else is in our future?#FOTM talks by our CHI studio https://t.co/uaUfXhoQ9w
ideo	662350753911074816	Thu Nov 05 11:28:20 PST 2015	How will technology create new opportunities to share skills? https://t.co/G7uM1TKFCh #madeinthefuture
ideo	662280531464163328	Thu Nov 05 06:49:17 PST 2015	RT @sandyspeicher: "People will carry an idea if they feel they are a part of it" @LeymahRGbowee #WISE15 https://t.co/YulCnjaETm
ideo	662093659286822912	Wed Nov 04 18:26:44 PST 2015	RT @amy_bonsall: Singapore based startups, join @ideo and @workingcapitol as we help you use design to strengthen your companies! https://t…
ideo	662010639963983872	Wed Nov 04 12:56:50 PST 2015	RT @TeachersGuild: Our new Collaboration starts now! Join us to #ReimaginePD with our awesome host @SonomaCOE! https://t.co/oSV97aVm1T http…
ideo	662002304279642112	Wed Nov 04 12:23:43 PST 2015	"The way we buy and sell homes is stuck in the 20th century." Becca Chako + @_reidw_ on redesigning real estate: https://t.co/847eHNzKG0
ideo	661969129453195264	Wed Nov 04 10:11:53 PST 2015	RT @shoshanaberger: This kind of work is why I'm @IDEO. Designing the voting experience for all: https://t.co/M8tmQWL8A9 https://t.co/DdYxh…
ideo	661969005796716544	Wed Nov 04 10:11:24 PST 2015	RT @thinkDIF_: "Think Like A Designer" tonight with @ideo CEO Tim Brown https://t.co/phA9LTBbaS #thinkdif @tceb62
ideo	661677802672930817	Tue Nov 03 14:54:16 PST 2015	Restaurants and food labs are becoming...innovation centers. —@Adamchef of @Chew https://t.co/D7enEPtwM5 via @BostonGlobe
ideo	661666160547508224	Tue Nov 03 14:08:00 PST 2015	RT @business: LA County and @ideo are building a voting system accessible for Americans with disabilities https://t.co/EiN8IYxQNE https://t…
ideo	661594041436368896	Tue Nov 03 09:21:25 PST 2015	RT @4pt0schools: Join @OpenIDEO’s Higher Ed Challenge with @UBS + reimagine the #costofcollege in the U.S.: https://t.co/PmqYm3ZyhX
ideo	661593581941977089	Tue Nov 03 09:19:36 PST 2015	"The last time Ernie Molina voted was in 1970...before he went blind." Democracy for Everyone: https://t.co/s4NCkGMtb1 via @business
ideo	661338395931762688	Mon Nov 02 16:25:35 PST 2015	The 40 most exciting innovations of the year—including IDEO's work with Innova Schools: https://t.co/liRFaWM2Zq via Tech Insider
ideo	661319753814814720	Mon Nov 02 15:11:30 PST 2015	RT @IDEOU: Interested in learning more about #StorytellingForInfluence. Here's how the course works: https://t.co/FcDIdB22ms https://t.co/u…
ideo	660944532511428608	Sun Nov 01 14:20:30 PST 2015	"Creative confidence can inspire whatever work you already do." —@kelleybros / https://t.co/EouJDdZsQI https://t.co/tJV2ZQAlsu
ideo	660514388747509760	Sat Oct 31 10:51:16 PDT 2015	RT @knightfdn: Why #designthinking holds promise for community & place-based foundations https://t.co/WqiqecwvSq #philanthropy https://t.co…
ideo	660236339401482240	Fri Oct 30 16:26:24 PDT 2015	RT @playconference: Empathy is a great tool for understanding users and designing your product to meet their needs, @nyff and @kaarenhanson…
ideo	660201544206323712	Fri Oct 30 14:08:08 PDT 2015	We rely on stories to put our ideas into context and give them meaning. —Tim Brown, Change By Design / https://t.co/22DrSXXWvX
ideo	660199848214405120	Fri Oct 30 14:01:24 PDT 2015	RT @HarvardBiz: How MassMutual, Starwood Hotels, and Marriott are connecting with younger consumers: https://t.co/yK3bRrBMTX https://t.co/g…
ideo	660178486414278656	Fri Oct 30 12:36:31 PDT 2015	RT @neilstevenson77: "Pinball is a cryptic interface" - legendary pinball designer George Gomez is speaking @ideo today
ideo	660164872236236801	Fri Oct 30 11:42:25 PDT 2015	One of ChIDEO's electrical engineers went a little crazy with the pumpkin-carving contest.  https://t.co/shRRbzW9U1
ideo	660133265655787520	Fri Oct 30 09:36:49 PDT 2015	The one thing you need to generate great ideas: https://t.co/HUMjoHS0E7 by @tceb62
ideo	660091728368566272	Fri Oct 30 06:51:46 PDT 2015	RT @mattwww: Join us! Deadline to apply 5pm EST today. https://t.co/kUAvyDSwGm
ideo	659859589676961792	Thu Oct 29 15:29:20 PDT 2015	Could #creativeconfidence be the antidote? https://t.co/kwBzJ891BK
ideo	659788402594680832	Thu Oct 29 10:46:28 PDT 2015	RT @HarvardBiz: How to use design thinking to make great things actually happen: https://t.co/MLapgMXH4G https://t.co/AZdxEGCeyf
ideo	659787347442032640	Thu Oct 29 10:42:16 PDT 2015	RT @debaoki: Great example of visual storytelling for healthcare + why stories matter “Healthcare’s superheroes” by @stinajonsson https://t…
ideo	659779764266344448	Thu Oct 29 10:12:08 PDT 2015	RT @beckybermont: It's true - work and preschool are alike. Both my day at @ideo and Chloe's at LNS "begin with a provocation" https://t.co…
ideo	659778312290463744	Thu Oct 29 10:06:22 PDT 2015	RT @TheNewSchool: .@NewSchoolAlumni Sean Baker of @IDEO expands boundaries of designing thinking & strategy ➝ https://t.co/BzOxYzbzpD https…
ideo	659775347651715072	Thu Oct 29 09:54:35 PDT 2015	Congrats to @TheNewSchool Parsons alum @seanbaker__  + @projectfogg on @MetropolisMag New Talent issue! https://t.co/wGYBX4LsPA
ideo	659622357036695552	Wed Oct 28 23:46:39 PDT 2015	RT @EpicentroFes: ¡Tendremos a la Impact Strategy Lead de @OpenIDEO, @luizzacov en @mindmexico! ¡Regístrate! https://t.co/4aUAnZCiAV https:…
ideo	659621005896192000	Wed Oct 28 23:41:17 PDT 2015	RT @cscheffy: The world needs these talented men and women. One of my favorite #IDEO projects ever. https://t.co/Yys0Tj3WtX @TeamRubicon @T…
ideo	659484334294855680	Wed Oct 28 14:38:12 PDT 2015	RT @IDEOorg: How might we make urban slums more like #ResilientCities? Amplify's challenge closes Nov 2, so join today! https://t.co/Z7hrij…
ideo	659483806622048256	Wed Oct 28 14:36:06 PDT 2015	RT @thejoebrown: How do you build a culture worth celebrating? The Invention of Pad Thai. https://t.co/Jla9H7rr1y https://t.co/aqrW0x3XsO
ideo	659443871324094464	Wed Oct 28 11:57:25 PDT 2015	RT @Aging_Society: 50 people changing what it means to grow older in America (w/ @josephcoughlin @IDEO's Beskind): https://t.co/CVWsi83sbE …
ideo	659437629935513601	Wed Oct 28 11:32:37 PDT 2015	RT @LACountyRRCC: At the #CivicTechShowcase with our partner @IDEO - ready to present on #LACounty's new voting system https://t.co/CeVFd0u…
ideo	659437416617349120	Wed Oct 28 11:31:46 PDT 2015	RT @metacool: Linq uses #blockchain to manage company shares. Proud of the @NASDAQ @chain @ideo collaboration that made it happen: https://…
ideo	659430706913808384	Wed Oct 28 11:05:06 PDT 2015	Need someone to invest in your idea or get excited about following your lead? https://t.co/22DrSXXWvX #StorytellingForInfluence
ideo	659135479586148352	Tue Oct 27 15:31:59 PDT 2015	How psychology, storytelling + design could ultimately save lives: https://t.co/rDI4pzHXwV by @stinajonsson https://t.co/pw8QTCKGux
